MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc
1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,1505912776.1458368,0.0,1.0,1505912776.1458368,0.0,1.0,1505912776.1458368,0.0,1.0,1505912776.1458368,0.0,1.0,1505912776.1458368,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,98.0,0.0,98.0,0.0,0.0,0.0
1.0271243971248014,98.0,1.8189894035458565e-12,1.1148196071248988,98.0,1.8189894035458565e-12,1.4860400074389728,98.0,0.0,1.930394644553033,98.0,0.0,1.9928113196776285,98.0,0.0,1.0271243971248014,98.0,1.8189894035458565e-12,1.1148196071248988,98.0,1.8189894035458565e-12,1.4860400074389728,98.0,0.0,1.930394644553033,98.0,0.0,1.9928113196776285,98.0,0.0,1.0271243971248014,98.0,1.3486991523486091e-06,138.5929291125633,1.8189894035458565e-12,0.0,0.0,1.1148196071248988,98.0,1.3486991523486091e-06,138.5929291125633,1.8189894035458565e-12,0.0,0.0,1.4860400074389728,98.0,0.0,138.5929291125633,0.0,0.0,0.0,1.930394644553033,98.0,1.9073486328125e-06,138.5929291125633,3.637978807091713e-12,0.0,0.0,1.9928113196776285,98.0,0.0,138.5929291125633,0.0,0.0,0.0,1.0271243971248014,39768286.42244938,5.830605247797466e+16,1.1148196071248988,155099814.58633584,2.095108384727001e+17,1.4860400074389728,492539806.66552025,4.9912652541312704e+17,1.930394644553033,725806604.9262905,5.6620621080293056e+17,1.9928113196776285,750240244.464016,5.6693594411716736e+17,1.0271243971248014,98.0,1.3486991523486091e-06,138.5929291125633,1.8189894035458565e-12,0.0,0.0,1.1148196071248988,98.0,1.3486991523486091e-06,138.5929291125633,1.8189894035458565e-12,0.0,0.0,1.4860400074389728,98.0,0.0,138.5929291125633,0.0,0.0,0.0,1.930394644553033,98.0,1.9073486328125e-06,138.5929291125633,3.637978807091713e-12,0.0,0.0,1.9928113196776285,98.0,0.0,138.5929291125633,0.0,0.0,0.0
1.029967588574234,98.0,0.0,1.1337278461717348,98.0,3.637978807091713e-12,1.7328857074055448,98.0,0.0,2.7986500706777613,98.0,0.0,2.978774198676306,98.0,0.0,1.029967588574234,98.0,0.0,1.1337278461717348,98.0,3.637978807091713e-12,1.7328857074055448,98.0,0.0,2.7986500706777613,98.0,0.0,2.978774198676306,98.0,0.0,1.029967588574234,98.0,0.0,138.5929291125633,3.637978807091713e-12,3.279167029054443e-31,0.0,1.1337278461717348,98.0,1.9073486328125e-06,138.5929291125633,4.067383956680332e-12,0.0,0.0,1.7328857074055448,98.0,0.0,138.5929291125633,0.0,0.0,0.0,2.7986500706777613,98.0,0.0,138.5929291125633,0.0,0.0,0.0,2.978774198676306,98.0,0.0,138.5929291125633,5.4569682106375694e-12,0.0,0.0,1.029967588574234,1157085.6004049785,1741129606190879.2,1.1337278461717348,18294659.72465591,2.721546571971462e+16,1.7328857074055448,208308825.0486588,2.7030235309921984e+17,2.7986500706777613,466464927.4829559,4.848659642782542e+17,2.978774198676306,498378171.8780538,5.021332531407976e+17,1.029967588574234,98.0,0.0,138.5929291125633,3.637978807091713e-12,3.279167029054443e-31,0.0,1.1337278461717348,98.0,1.9073486328125e-06,138.5929291125633,4.067383956680332e-12,0.0,0.0,1.7328857074055448,98.0,0.0,138.5929291125633,0.0,0.0,0.0,2.7986500706777613,98.0,0.0,138.5929291125633,0.0,0.0,0.0,2.978774198676306,98.0,0.0,138.5929291125633,5.4569682106375694e-12,0.0,0.0
1.3381519424932096,74.08642263719436,193.3752933228907,1.5811413937715613,77.76145579006753,238.03474298044688,2.3868439151625025,84.59317444399319,249.27544630301784,3.7369972836780057,89.4369753117655,200.6913982121933,3.972146142008455,89.9439016451143,192.8944266527488,1.3381519424932096,74.08642263719436,193.3752933228907,1.5811413937715613,77.76145579006753,238.03474298044688,2.3868439151625025,84.59317444399319,249.27544630301784,3.7369972836780057,89.4369753117655,200.6913982121933,3.972146142008455,89.9439016451143,192.8944266527488,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,1505912778.527874,0.0,1.0,1505912778.527874,0.0,1.0,1505912778.527874,0.0,1.0,1505912778.527874,0.0,1.0,1505912778.527874,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0,1.0,66.0,0.0,102.9417310909429,0.0,0.0,0.0
2.3117852633684883,74.049039131657,109.72952470593464,2.5623743479763004,76.29349862251385,148.50533854800688,3.377362913706399,81.45665204037384,198.85568543571392,4.735510216688132,86.17714171297712,198.0067535510352,4.971988049696424,86.73715587546431,194.94301039075071,2.3117852633684883,74.049039131657,109.72952470593464,2.5623743479763004,76.29349862251385,148.50533854800688,3.377362913706399,81.45665204037384,198.85568543571392,4.735510216688132,86.17714171297712,198.0067535510352,4.971988049696424,86.73715587546431,194.94301039075071,1.98029619934221,70.03979970403283,3.9998019930439694,105.57733441691472,15.998415983558516,0.0,0.0,1.988130697311962,70.02388032678954,3.999928715614018,105.56677420486308,15.999429729993608,0.0,0.0,1.9960278083556804,70.0079601929947,3.999992079407891,105.55621483543226,15.999936635325868,0.0,0.0,1.9996020690203955,70.00079602033979,3.999999920794038,105.55146348337011,15.999999366352313,0.0,0.0,1.9999601997745355,70.00007960203503,3.9999999992080575,105.5509883624556,15.99999999366446,0.0,0.0,1.98029619934221,745464528.9062531,5.668871961573996e+17,1.988130697311962,748461178.108349,5.669231172057029e+17,1.9960278083556804,751457969.7230325,5.669410788679325e+17,1.9996020690203955,752806547.1166023,5.669433016763919e+17,1.9999601997745355,752941405.0515916,5.669433239045352e+17,1.98029619934221,70.03979970403283,3.9998019930439694,105.57733441691472,15.998415983558516,0.0,0.0,1.988130697311962,70.02388032678954,3.999928715614018,105.56677420486308,15.999429729993608,0.0,0.0,1.9960278083556804,70.0079601929947,3.999992079407891,105.55621483543226,15.999936635325868,0.0,0.0,1.9996020690203955,70.00079602033979,3.999999920794038,105.55146348337011,15.999999366352313,0.0,0.0,1.9999601997745355,70.00007960203503,3.9999999992080575,105.5509883624556,15.99999999366446,0.0,0.0
2.8204719887380403,74.03165227872854,70.82540761354448,3.2201610739623514,75.58126759747019,103.5142029607714,4.219771353657772,79.68957714094589,161.7848407551783,5.712935629813933,84.04563831401906,184.75969510196592,5.969612760071327,84.60349052942064,184.9114218940776,2.8204719887380403,74.03165227872854,70.82540761354448,3.2201610739623514,75.58126759747019,103.5142029607714,4.219771353657772,79.68957714094589,161.7848407551783,5.712935629813933,84.04563831401906,184.75969510196592,5.969612760071327,84.60349052942064,184.9114218940776,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,1505912778.602555,0.0,1.0,1505912778.602555,0.0,1.0,1505912778.602555,0.0,1.0,1505912778.602555,0.0,1.0,1505912778.602555,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0
4.011048135874429,81.47950545050671,2181.119610826021,6.052565943722745,88.58520779945715,4748.184131063935,21.6596161141792,94.57952056351324,6811.528883640382,549.9737096901558,77.05419152202656,954.895634952386,1065.7090135020794,75.93477657219387,572.4488710308108,4.011048135874429,81.47950545050671,2181.119610826021,6.052565943722745,88.58520779945715,4748.184131063935,21.6596161141792,94.57952056351324,6811.528883640382,549.9737096901558,77.05419152202656,954.895634952386,1065.7090135020794,75.93477657219387,572.4488710308108,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,1505912793.888052,0.0,1.0,1505912793.888052,0.0,1.0,1505912793.888052,0.0,1.0,1505912793.888052,0.0,1.0,1505912793.888052,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0
5.001758948481832,79.98413041793401,1753.9976129942415,7.04415176063119,86.51466640638668,4100.035812269507,22.649574505632447,93.67091539044937,6528.666577583983,550.948207053515,77.0486480036288,953.179349341578,1066.704071637332,75.93296278276189,571.9157250205499,5.001758948481832,79.98413041793401,1753.9976129942415,7.04415176063119,86.51466640638668,4100.035812269507,22.649574505632447,93.67091539044937,6528.666577583983,550.948207053515,77.0486480036288,953.179349341578,1066.704071637332,75.93296278276189,571.9157250205499,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,1505912793.888721,0.0,1.0,1505912793.888721,0.0,1.0,1505912793.888721,0.0,1.0,1505912793.888721,0.0,1.0,1505912793.888721,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0
5.986370962314303,78.98450469216365,1465.9817687203729,8.031140885513508,84.95639883459492,3606.591581576517,23.635620972846674,92.83865820486288,6268.123690513608,551.9142558376252,77.04312423255135,951.4691164118394,1067.697498078495,75.93115237973457,571.3835678502238,5.986370962314303,78.98450469216365,1465.9817687203729,8.031140885513508,84.95639883459492,3606.591581576517,23.635620972846674,92.83865820486288,6268.123690513608,551.9142558376252,77.04312423255135,951.4691164118394,1067.697498078495,75.93115237973457,571.3835678502238,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,1505912793.88961,0.0,1.0,1505912793.88961,0.0,1.0,1505912793.88961,0.0,1.0,1505912793.88961,0.0,1.0,1505912793.88961,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0
6.945494668373183,78.26684454984708,1257.97445879909,8.998192740750873,83.73877667976203,3217.636848004105,24.603254577279092,92.07296039257994,6027.194046498062,552.8386306080872,77.03761968915647,949.7647759223,1068.682867210254,75.92934534002337,570.8523927697361,6.945494668373183,78.26684454984708,1257.97445879909,8.998192740750873,83.73877667976203,3217.636848004105,24.603254577279092,92.07296039257994,6027.194046498062,552.8386306080872,77.03761968915647,949.7647759223,1068.682867210254,75.92934534002337,570.8523927697361,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,1505912793.891587,0.0,1.0,1505912793.891587,0.0,1.0,1505912793.891587,0.0,1.0,1505912793.891587,0.0,1.0,1505912793.891587,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0
